region,date,year,month,precip_mm,pet_mm,water_balance,water_balance_1m,water_balance_3m,water_balance_6m,water_balance_9m,water_balance_12m,SPEI_1m,SPEI_3m,SPEI_6m,SPEI_9m,SPEI_12m
Napak,1981-01-01,1981,1,6.666464462,488.5680514,-481.901587,-481.901587,,,,,-1.382269464,,,,
Napak,1981-02-01,1981,2,15.59066629,498.6983275,-483.1076612,-483.1076612,,,,,-1.393880541,,,,
Napak,1981-03-01,1981,3,199.0325632,468.4981684,-269.4656053,-269.4656053,-1234.474853,,,,0.6628870021,-0.8538352752,,,
Napak,1981-04-01,1981,4,154.873202,378.3759122,-223.5027103,-223.5027103,-976.0759767,,,,1.105379423,0.1465166394,,,
Napak,1981-05-01,1981,5,150.9315383,372.8431333,-221.911595,-221.911595,-714.8799105,,,,1.120697354,1.157697448,,,
Napak,1981-06-01,1981,6,135.1046286,380.6991612,-245.5945326,-245.5945326,-691.0088379,-1925.483691,,,0.8926977814,1.250110671,0.2783289643,,
Napak,1981-07-01,1981,7,224.4275499,343.6097317,-119.1821818,-119.1821818,-586.6883095,-1562.764286,,,2.10969047,1.653971716,1.257399903,,
Napak,1981-08-01,1981,8,153.5722584,362.9026087,-209.3303503,-209.3303503,-574.1070648,-1288.986975,,,1.241819085,1.70267809,1.996393751,,
Napak,1981-09-01,1981,9,117.52543,385.5280079,-268.0025779,-268.0025779,-596.5151101,-1287.523948,-2521.998801,,0.676971809,1.615928753,2.00034283,1.550486886,
Napak,1981-10-01,1981,10,30.25380974,415.9308165,-385.6770068,-385.6770068,-863.009935,-1449.698244,-2425.774221,,-0.4558994543,0.5842346077,1.562593598,1.835053236,
Napak,1981-11-01,1981,11,40.14459187,429.6565019,-389.51191,-389.51191,-1043.191495,-1617.298559,-2332.17847,,-0.4928187045,-0.1133108712,1.110198178,2.111845311,
Napak,1981-12-01,1981,12,4.569643933,457.2048055,-452.6351615,-452.6351615,-1227.824078,-1824.339188,-2515.348026,-3749.82288,-1.100516727,-0.8280878117,0.5513434269,1.57015532,1.076058843
Napak,1982-01-01,1982,1,8.011139377,466.083909,-458.0727696,-458.0727696,-1300.219841,-2163.229776,-2749.918086,-3725.994062,-1.152865483,-1.108356987,-0.3634075382,0.8764578732,1.15767715
Napak,1982-02-01,1982,2,27.15481536,473.2878689,-446.1330536,-446.1330536,-1356.840985,-2400.032479,-2974.139544,-3689.019455,-1.037919854,-1.327557124,-1.002597616,0.2133644941,1.28432233
Napak,1982-03-01,1982,3,31.18232612,489.8857144,-458.7033883,-458.7033883,-1362.909211,-2590.73329,-3187.2484,-3878.257238,-1.158936554,-1.35104934,-1.517347086,-0.4168654228,0.6361463345
Napak,1982-04-01,1982,4,182.8812891,413.816718,-230.9354289,-230.9354289,-1135.771871,-2435.991712,-3299.001647,-3885.689956,1.033823407,-0.4717217035,-1.099660633,-0.7473549251,0.610687836
Napak,1982-05-01,1982,5,250.5827299,380.6909535,-130.1082236,-130.1082236,-819.7470408,-2176.588025,-3219.77952,-3793.886585,2.004503652,0.7517203167,-0.3994648143,-0.513070178,0.925132133
Napak,1982-06-01,1982,6,108.8582336,365.2783896,-256.420156,-256.420156,-617.4638085,-1980.37302,-3208.197098,-3804.712208,0.7884777078,1.534829056,0.1301688555,-0.4788173133,0.8880522798
Napak,1982-07-01,1982,7,109.271754,353.387749,-244.115995,-244.115995,-630.6443746,-1766.416245,-3066.636087,-3929.646022,0.9069319087,1.483802501,0.7076920241,-0.06017687522,0.4601298139
Napak,1982-08-01,1982,8,140.5866852,384.1938857,-243.6072004,-243.6072004,-744.1433514,-1563.890392,-2920.731377,-3963.922872,0.9118301585,1.044408491,1.25436026,0.3713092435,0.3427249749
Napak,1982-09-01,1982,9,55.14191227,407.1456654,-352.0037531,-352.0037531,-839.7269485,-1457.190757,-2820.099969,-4047.924047,-0.1317214509,0.6743711454,1.542369422,0.6689079706,0.0550047084
Napak,1982-10-01,1982,10,123.6645383,395.0390545,-271.3745162,-271.3745162,-866.9854697,-1497.629844,-2633.401715,-3933.621556,0.6445095999,0.5688439304,1.43321415,1.22103343,0.446512839
Napak,1982-11-01,1982,11,145.8060096,375.9278387,-230.121829,-230.121829,-853.5000983,-1597.64345,-2417.390491,-3774.231475,1.041656068,0.6210504928,1.163252265,1.859846564,0.9924546842
Napak,1982-12-01,1982,12,24.72114238,429.2887121,-404.5675697,-404.5675697,-906.0639149,-1745.790863,-2363.254672,-3726.163883,-0.6377620399,0.4175576789,0.7633651196,2.019943208,1.15709548
Napak,1983-01-01,1983,1,8.347500487,461.0749527,-452.7274522,-452.7274522,-1087.416851,-1954.402321,-2585.046695,-3720.818566,-1.101405225,-0.2845226053,0.2002703076,1.364034433,1.175404226
Napak,1983-02-01,1983,2,24.42961317,490.8813779,-466.4517647,-466.4517647,-1323.746787,-2177.246885,-2921.390236,-3741.137277,-1.23353146,-1.199437974,-0.4012432416,0.369360789,1.105808711
Napak,1983-03-01,1983,3,13.46440784,476.0755723,-462.6111645,-462.6111645,-1381.790381,-2287.854296,-3127.581245,-3745.045053,-1.196557364,-1.424144916,-0.699800475,-0.2404108779,1.092423822
Napak,1983-04-01,1983,4,102.71488,448.8430861,-346.128206,-346.128206,-1275.191135,-2362.607986,-3229.593456,-3860.23783,-0.07515658334,-1.011462162,-0.9015794928,-0.5420930725,0.6978662884
Napak,1983-05-01,1983,5,168.6332182,379.6543935,-211.0211753,-211.0211753,-1019.760546,-2343.507332,-3197.007431,-3941.150782,1.225541233,-0.02260151952,-0.8500220224,-0.4457259467,0.4207237844
Napak,1983-06-01,1983,6,186.0308208,389.0427464,-203.0119256,-203.0119256,-760.1613069,-2141.951688,-3048.015603,-3887.742552,1.302647609,0.9823974145,-0.3059726254,-0.005110249279,0.6036572999
Napak,1983-07-01,1983,7,170.8872684,373.5944309,-202.7071625,-202.7071625,-616.7402634,-1891.931399,-2979.34825,-3846.333719,1.305581614,1.537630151,0.3688950445,0.197960714,0.7454905576
Napak,1983-08-01,1983,8,314.9248051,350.2079683,-35.28316319,-35.28316319,-441.0022513,-1460.762797,-2784.509584,-3638.009682,2.917400252,2.217973112,1.532727587,0.774159933,1.459040664
Napak,1983-09-01,1983,9,151.8051861,372.4750291,-220.6698429,-220.6698429,-458.6601686,-1218.821476,-2600.611857,-3506.675772,1.132651907,2.149613174,2.185788089,1.318003354,1.9088847
Napak,1983-10-01,1983,10,138.4627013,363.6012196,-225.1385183,-225.1385183,-481.0915244,-1097.831788,-2373.022923,-3460.439774,1.089631228,2.062773594,2.512369698,1.991055417,2.067251932
Napak,1983-11-01,1983,11,39.05955226,399.0932107,-360.0336584,-360.0336584,-805.8420196,-1246.844271,-2266.604817,-3590.351603,-0.2090266823,0.8055514894,2.110147513,2.305767229,1.622278798
Napak,1983-12-01,1983,12,4.403059365,435.8349413,-431.431882,-431.431882,-1016.604059,-1475.264227,-2235.425534,-3617.215916,-0.8963892344,-0.01038166009,1.493584578,2.397974175,1.530263335
Napak,1984-01-01,1984,1,2.62468701,456.7915766,-454.1668896,-454.1668896,-1245.63243,-1726.723954,-2343.464218,-3618.655353,-1.115262927,-0.8970301341,0.8148315046,2.078469805,1.525332983
Napak,1984-02-01,1984,2,7.967535477,480.7888359,-472.8213005,-472.8213005,-1358.420072,-2164.262092,-2605.264343,-3625.024889,-1.294852038,-1.33367032,-0.3661940174,1.304244489,1.503516092
Napak,1984-03-01,1984,3,26.42001112,486.1272293,-459.7072182,-459.7072182,-1386.695408,-2403.299467,-2861.959635,-3622.120942,-1.168600591,-1.44313398,-1.011416038,0.5451157689,1.513462669
Napak,1984-04-01,1984,4,111.4902993,433.1198354,-321.6295361,-321.6295361,-1254.158055,-2499.790485,-2980.882009,-3597.622273,0.1606961793,-0.9300357927,-1.271869573,0.1934249046,1.597375351
Napak,1984-05-01,1984,5,82.32276211,406.0855608,-323.7627987,-323.7627987,-1105.099553,-2463.519625,-3269.361645,-3710.363896,0.140158906,-0.3529784945,-1.173965397,-0.6597001154,1.211213492
Napak,1984-06-01,1984,6,149.6126252,384.3173642,-234.704739,-234.704739,-880.0970738,-2266.792482,-3283.396541,-3742.056709,0.9975356328,0.5180843512,-0.6429493389,-0.7012057175,1.102659479
Napak,1984-07-01,1984,7,164.3598214,369.3733513,-205.0135299,-205.0135299,-763.4810676,-2017.639122,-3263.271552,-3744.363077,1.283377832,0.9695454664,0.02957826861,-0.6416897969,1.094759724
Napak,1984-08-01,1984,8,61.79223638,401.9159938,-340.1237574,-340.1237574,-779.8420263,-1884.941579,-3243.361651,-4049.203671,-0.01735075963,0.9062065055,0.3877623256,-0.5828099571,0.05062174848
Napak,1984-09-01,1984,9,85.54864726,425.9344911,-340.3858439,-340.3858439,-885.5231312,-1765.620205,-3152.315613,-4168.919672,-0.01987390949,0.4970781961,0.7098407375,-0.313558185,-0.3594287017
Napak,1984-10-01,1984,10,35.37445977,423.5808821,-388.2064223,-388.2064223,-1068.716024,-1832.197091,-3086.355146,-4331.987576,-0.4802505579,-0.2121251991,0.5301329701,-0.1184923363,-0.917967802
